job_title,agency,grade,comprate,hire_date,appointment_type,hire_year,years_of_service,grade_numeric,comprate_range
Contract Specialist,OCP,12,115680.0,2022-01-03,CS - Reg,2022,4,12.0,100K-125K
Deputy Chief Procurement Offic,OCP,16,197337.39,2006-02-06,MSS - Reg,2006,20,16.0,150K+
Contract Specialist,OCP,11,74893.0,2025-08-25,CS - Term,2025,1,11.0,50K-75K
Information Technology Spec.,OCTO,09,54183.0,2022-08-28,CS - Term,2022,4,9.0,50K-75K
Information Technology Spec.,OCTO,09,57647.0,2025-04-07,CS - Reg,2025,1,9.0,50K-75K
Project Coordinator,OCTO,13,119916.0,2007-05-29,CS - Reg,2007,19,13.0,100K-125K
Contract Specialist,OCP,12,118558.0,1999-04-12,CS - Reg,1999,27,12.0,100K-125K
Supervisory It Specialist (App,OCTO,15,177839.0,2014-06-02,MSS - Reg,2014,12,15.0,150K+
Supervisory Procurement Compli,OCP,14,146900.49,2011-07-18,MSS - Reg,2011,15,14.0,125K-150K
Contract Specialist,OCP,13,127295.0,2019-10-15,CS - Reg,2019,7,13.0,125K-150K
Forensic Autopsy Transport Tec,OCME,08,78093.0,2012-04-09,CS - Reg,2012,14,8.0,75K-100K
Performance Management Officer,OCP,15,149561.36,2009-11-09,MSS - Reg,2009,17,15.0,125K-150K
Accountant,OFRM,12,118558.0,2009-02-17,CS - Reg,2009,17,12.0,100K-125K
Information Technology Special,OCTO,14,141707.0,2008-03-24,CS - Reg,2008,18,14.0,125K-150K
Contract Specialist,OCP,13,113607.0,2019-11-12,CS - Reg,2019,7,13.0,100K-125K
Contracts Specialist,OCP,13,120451.0,2021-12-20,CS - Reg,2021,5,13.0,100K-125K
It Specialist,OCTO,11,77873.0,2016-03-21,CS - Reg,2016,10,11.0,75K-100K
Fatality Review Program Specia,OCME,12,93311.0,2014-06-02,CS - Reg,2014,12,12.0,75K-100K
It Specialist,OCTO,12,100827.0,2012-07-02,CS - Reg,2012,14,12.0,100K-125K
Contract Specialist,OCP,11,77299.0,2024-03-11,CS - Reg,2024,2,11.0,75K-100K
Contract Specialist,OCP,13,120451.0,2020-03-16,CS - Reg,2020,6,13.0,100K-125K
It Spec. (Systems Analysis),OCTO,15,164534.22,2011-10-24,CS - Reg,2011,15,15.0,150K+
Program Analyst,OCTO,14,141707.0,2016-10-03,CS - Reg,2016,10,14.0,125K-150K
Associate Director Of The Enfo,OHR,15,149000.0,2024-12-02,MSS - Reg,2024,2,15.0,125K-150K
Project Coor,OCTO,12,90805.0,2025-03-24,CS - Reg,2025,1,12.0,75K-100K
Medical Officer (Medical Exami,OCME,6C,308432.0,2024-09-09,CS - Reg,2024,2,,150K+
It Specialist,OCTO,11,69481.0,1990-06-27,CS - Reg,1990,36,11.0,50K-75K
Forensic Toxicologist (Accessi,OCME,09,57647.0,2025-01-13,CS - Reg,2025,1,9.0,50K-75K
Supervisory Contract Specialis,OCP,15,156386.4,1976-06-20,MSS - Reg,1976,50,15.0,150K+
Contract Specialist,OCP,12,115680.0,1993-07-13,CS - Reg,1993,33,12.0,100K-125K
It Specialist (App Software),OCTO,14,141707.0,2016-10-03,CS - Reg,2016,10,14.0,125K-150K
Supervisory Contract Specialis,OCP,15,151929.5,2006-11-13,MSS - Reg,2006,20,15.0,150K+
Supervisory Contract Specialis,OCP,14,134312.9,2009-02-22,MSS - Reg,2009,17,14.0,125K-150K
Human Resources Specialist,OP,12,90805.0,2025-10-06,CS - Reg,2025,1,12.0,75K-100K
Historic Preserve Pgm Mgr,OP,15,149754.7,1985-06-16,MSS - Reg,1985,41,15.0,125K-150K
Information Technology Spec.,OPC,15,164746.0,1994-05-16,CS - Reg,1994,32,15.0,150K+
External Affairs Officer,OPC,15,145000.0,2014-04-07,CS - Reg,2014,12,15.0,125K-150K
Outreach Services Program Spec,ONSE,11,73677.0,1988-07-18,CS - Reg,1988,38,11.0,50K-75K
Investigative Analyst,OIG,12,90805.0,2023-06-05,CS - Reg,2023,3,12.0,75K-100K
Paralegal Specialist,OPC,12,103333.0,2004-06-27,CS - Reg,2004,22,12.0,100K-125K
Lead Program Coordinator (Path,ONSE,13,93069.0,2016-08-08,CS - Reg,2016,10,13.0,75K-100K
Data Analysis Manager,OSSE,14,130426.0,2021-08-16,MSS - Reg,2021,5,14.0,125K-150K
Safety And Occupational Health,ORM,12,98412.0,2023-11-20,CS - Term,2023,3,12.0,75K-100K
Claims Spec,ORM,12,115680.0,1973-04-15,CS - Reg,1973,53,12.0,100K-125K
Supvy Wrkers Comp Claims Exam.,ORM,13,119416.0,2025-08-25,MSS - Reg,2025,1,13.0,100K-125K
Sales Coordinator,OLG,12,109924.0,2016-01-11,CS - Reg,2016,10,12.0,100K-125K
Supervisory Records & Informat,OS,13,119416.0,2004-10-04,MSS - Reg,2004,22,13.0,100K-125K
Notary & Authentication Spec,OS,12,98322.0,1990-06-22,CS - Reg,1990,36,12.0,75K-100K
Policy Analyst,OSSE,12,98322.0,2023-09-25,Ed - Reg,2023,3,12.0,75K-100K
Criminal Investigator,OIG,13,96052.0,2025-01-27,CS - Reg,2025,1,13.0,75K-100K
Program Manager,ONSE,13,99513.0,2024-11-18,MSS - Temp,2024,2,13.0,75K-100K
Administrative Officer,OSSE,14,113522.0,2023-11-20,Ed - Reg,2023,3,14.0,100K-125K
Program Support Assistant,ONSE,07,49533.0,2025-03-10,CS - Term,2025,1,7.0,Under 50K
Child Care Coordinator,OSSE,12,118558.0,2000-04-24,CS - Reg,2000,26,12.0,100K-125K
Special Projects Manager,OPC,14,131138.0,2013-01-04,CS - Reg,2013,13,14.0,125K-150K
Criminal Investigator,OIG,13,107984.0,2022-08-29,CS - Reg,2022,4,13.0,100K-125K
Consumer Outreach Specialist,OPC,11,84167.0,2010-06-20,CS - Reg,2010,16,11.0,75K-100K
Lead Human Resources Specialis,OSSE,13,107984.0,2021-09-27,Ed - Reg,2021,5,13.0,100K-125K
Demographic Specialist,OP,13,130717.0,2015-09-21,CS - Reg,2015,11,13.0,125K-150K
Program Analyst,ORM,11,73677.0,2021-02-01,CS - Reg,2021,5,11.0,50K-75K
Lead Community Planner (Public,OP,14,142350.0,2013-09-09,CS - Reg,2013,13,14.0,125K-150K
Deputy Peoples Counsel,OPC,02,200880.0,2006-09-18,LS - Reg,2006,20,2.0,150K+
Program Analyst,ORM,12,95816.0,2017-05-30,CS - Reg,2017,9,12.0,75K-100K
It Specialist,OP,14,162565.0,2006-04-18,CS - Reg,2006,20,14.0,150K+
Historic Architectural,OP,12,104168.0,2020-04-27,CS - Reg,2020,6,12.0,100K-125K
Sales Coordinator,OLG,12,107046.0,2017-08-07,CS - Reg,2017,9,12.0,100K-125K
Criminal Investigator,OIG,13,96052.0,2025-04-21,CS - Reg,2025,1,13.0,75K-100K
Compliance Specialist,OSSE,13,96052.0,2024-09-23,Ed - Reg,2024,2,13.0,75K-100K
Response To Intervent. Special,OSSE,13,119916.0,2008-08-19,Ed - Reg,2008,18,13.0,100K-125K
Early Intervention Service Coo,OSSE,12,90805.0,2024-02-26,Ed - Reg,2024,2,12.0,75K-100K
Paralegal Specialist,ORM,12,88300.0,2023-07-03,CS - Term,2023,3,12.0,75K-100K
Program Analyst,OIG,12,100827.0,2018-08-06,CS - Reg,2018,8,12.0,100K-125K
It Spec (Application Software),ORM,13,96052.0,2025-01-27,CS - Term,2025,1,13.0,75K-100K
Historic Architectural,OP,12,115680.0,2006-05-30,CS - Reg,2006,20,12.0,100K-125K
Performance Account. Coord.,OSSE,13,110967.0,2016-01-11,Ed - Reg,2016,10,13.0,100K-125K
Notary And Authentication Spec,OS,13,93069.0,2016-04-18,CS - Reg,2016,10,13.0,75K-100K
Program Analyst,OSSE,13,107984.0,2012-10-22,Ed - Reg,2012,14,13.0,100K-125K
Supvy. Criminal Investigator,OIG,14,145000.0,2024-04-22,MSS - Reg,2024,2,14.0,125K-150K
Community Planner,OP,12,104168.0,2022-05-23,CS - Reg,2022,4,12.0,100K-125K
Investigator,OIG,13,105001.0,2001-10-02,CS - Reg,2001,25,13.0,100K-125K
Management And Program Analyst,OIG,09,57647.0,2023-10-10,CS - Reg,2023,3,9.0,50K-75K
Historic Preservation Speciali,OP,14,162565.0,2008-03-31,CS - Reg,2008,18,14.0,150K+
Paralegal Specialist,OLRCB,11,73677.0,2016-12-27,CS - Reg,2016,10,11.0,50K-75K
Cartographer,OP,13,137561.0,2002-05-06,CS - Reg,2002,24,13.0,125K-150K
Education Research Analyst,OSSE,14,117045.0,2021-08-16,Ed - Reg,2021,5,14.0,100K-125K
Outreach Specialist,ONSE,11,65285.0,2015-06-01,CS - Term,2015,11,11.0,50K-75K
Assistant Peoples Counsel,OPC,15,176744.0,2025-04-14,LS - Reg,2025,1,15.0,150K+
Management Analyst,OSSE,12,88300.0,2022-01-18,Ed - Term,2022,4,12.0,75K-100K
"Dir, Accountability & Assessme",OSSE,15,150000.0,2018-09-04,MSS - Reg,2018,8,15.0,125K-150K
Compliance Specialist,ORM,11,75775.0,2015-11-16,CS - Term,2015,11,11.0,75K-100K
Resource Allocation Analyst,OP,13,105001.0,2014-12-01,CS - Reg,2014,12,13.0,100K-125K
Auditor,OIG,14,124091.0,2005-06-13,CS - Reg,2005,21,14.0,100K-125K
Management Analyst,OSSE,12,93311.0,2015-12-28,Ed - Reg,2015,11,12.0,75K-100K
Nurse,ORM,12,113823.0,2018-05-29,CS - Reg,2018,8,12.0,100K-125K
Attorney Advisor,OPC,14,158849.0,2022-02-28,LS - Reg,2022,4,14.0,150K+
Management Analyst,OSSE,11,82069.0,2022-02-14,Ed - Term,2022,4,11.0,75K-100K
Dev Review Spec,OP,14,162565.0,2001-12-17,CS - Reg,2001,25,14.0,150K+
Workers' Comp Claims Examiner,ORM,09,64574.0,2006-12-26,CS - Term,2006,20,9.0,50K-75K
Compliance Manager,ORM,14,123175.2,2004-06-14,MSS - Reg,2004,22,14.0,100K-125K
Clerical Assistant (Oa),OSSE,06,60999.0,2003-06-02,CS - Reg,2003,23,6.0,50K-75K
Outreach Services Program Spec,ONSE,12,88300.0,2019-09-30,CS - Reg,2019,7,12.0,75K-100K
Supv Mgmt And Program Analyst,OIG,14,120000.0,2005-05-02,MSS - Reg,2005,21,14.0,100K-125K
Deputy General Counsel,ORM,01,183859.38,1998-11-23,LS - Reg,1998,28,1.0,150K+
Secretary Of The District,OS,E3,189423.81,2015-01-02,Exe - Reg,2015,11,,150K+
Resource Allocation Analyst,OPC,14,131138.0,1990-10-22,CS - Reg,1990,36,14.0,125K-150K
Executive Assistant,OP,12,107046.0,2017-06-26,CS - Reg,2017,9,12.0,100K-125K
Supervisory It Specialist,OSSE,14,135000.0,2018-01-08,MSS - Reg,2018,8,14.0,125K-150K
Trng & Tech Spec (Hi/Lo Incid),OSSE,13,102018.0,2015-08-10,Ed - Reg,2015,11,13.0,100K-125K
Investigative Analyst,OIG,13,110967.0,2015-07-13,CS - Reg,2015,11,13.0,100K-125K
Return To Work Specialist,ORM,12,103333.0,2018-05-16,CS - Reg,2018,8,12.0,100K-125K
Customer Service Specialist,OLG,11,86925.0,2017-06-26,CS - Reg,2017,9,11.0,75K-100K
Public Affairs Specialist,OP,13,105001.0,2025-11-17,CS - Reg,2025,1,13.0,100K-125K
Administrative Officer,OPC,13,113950.0,1994-04-11,CS - Reg,1994,32,13.0,100K-125K
Community Outreach Specialist,OPC,12,98322.0,2000-02-14,CS - Reg,2000,26,12.0,75K-100K
Management And Program Analyst,OIG,12,83289.0,2025-01-27,CS - Reg,2025,1,12.0,75K-100K
Case Management Coordinator,ONSE,12,80784.0,2025-03-24,CS - Term,2025,1,12.0,75K-100K
Program Manager,OSSE,14,120000.0,1989-07-03,MSS - Reg,1989,37,14.0,100K-125K
Program Analyst,ORM,09,76060.0,2007-10-01,CS - Reg,2007,19,9.0,75K-100K
Customer Service Specialist,OPC,09,68038.0,2020-12-07,CS - Reg,2020,6,9.0,50K-75K
"Director, Data Governance And",OSSE,15,153871.46,2014-01-27,MSS - Reg,2014,12,15.0,150K+
Operations Manager,OP,14,145000.0,2016-03-14,MSS - Reg,2016,10,14.0,125K-150K
Program Manager,OSSE,14,125884.0,2001-09-12,MSS - Reg,2001,25,14.0,125K-150K
Management Analyst,OSSE,12,90805.0,2021-08-02,Ed - Reg,2021,5,12.0,75K-100K
Development Review Specialist,OP,14,142350.0,2016-11-28,CS - Reg,2016,10,14.0,125K-150K
Information Technology Spec,OSSE,12,103333.0,2013-04-22,Ed - Reg,2013,13,12.0,100K-125K
General Engineer,OPC,14,138184.0,2014-09-08,CS - Reg,2014,12,14.0,125K-150K
Agency Fiscal Officer,ONSE,14,162565.0,2001-10-09,CS - Reg,2001,25,14.0,150K+
"Director, Teaching & Learning",OSSE,15,157585.56,2009-08-17,MSS - Reg,2009,17,15.0,150K+
Program Manager,OSSE,14,135000.0,2008-08-13,MSS - Reg,2008,18,14.0,125K-150K
Compliance Auditor,OLG,12,118558.0,2021-02-16,CS - Reg,2021,5,12.0,100K-125K
Instructional Systems Speciali,OSSE,13,105001.0,2023-07-17,Ed - Reg,2023,3,13.0,100K-125K
Management & Program Analyst,OIG,13,113950.0,2009-01-05,CS - Reg,2009,17,13.0,100K-125K
Events And Promotions Coordina,OLG,11,86925.0,2016-12-27,CS - Reg,2016,10,11.0,75K-100K
State Superintendent Of Educat,OSSE,E5,207555.0,2011-09-26,Exe - Reg,2011,15,,150K+
Management Analyst,ORM,13,96052.0,2018-10-15,CS - Term,2018,8,13.0,75K-100K
Outreach Services Program Spec,ONSE,12,80784.0,2016-05-02,CS - Term,2016,10,12.0,75K-100K
Assistant Inspector General (R,OIG,16,197000.0,2015-12-21,MSS - Reg,2015,11,16.0,150K+
Management Analyst,OSSE,12,83289.0,2023-01-30,Ed - Reg,2023,3,12.0,75K-100K
Management & Program Analyst,OIG,13,99035.0,2018-09-17,CS - Reg,2018,8,13.0,75K-100K
Program Analyst,ORM,11,69481.0,2019-03-04,CS - Term,2019,7,11.0,50K-75K
Community Planner,OP,14,130221.0,2025-04-07,CS - Reg,2025,1,14.0,125K-150K
Program Analyst,OSSE,12,98322.0,2023-10-10,Ed - Term,2023,3,12.0,75K-100K
Staff Assistant,OS,09,61110.0,2024-07-01,CS - Reg,2024,2,9.0,50K-75K
Sales Coordinator,OLG,12,109924.0,2013-12-30,CS - Reg,2013,13,12.0,100K-125K
Paralegal Specialist,ONSE,12,85794.0,2023-07-31,CS - Reg,2023,3,12.0,75K-100K
Education Services Specialist,OSSE,11,79971.0,2024-02-26,Ed - Term,2024,2,11.0,75K-100K
Management Analyst,OSSE,12,95816.0,2012-06-09,Ed - Reg,2012,14,12.0,75K-100K
Deputy Chief Of Staff,OSSE,15,153871.46,2019-10-28,MSS - Reg,2019,7,15.0,150K+
Management Analyst,OSSE,12,85794.0,2017-01-23,Ed - Reg,2017,9,12.0,75K-100K
Archivist,OS,12,80784.0,2025-04-07,CS - Reg,2025,1,12.0,75K-100K
Program Support Specialist,ORM,09,61110.0,2021-01-19,CS - Term,2021,5,9.0,50K-75K
Environmental Literacy Coordin,OSSE,12,98322.0,2008-07-21,Ed - Reg,2008,18,12.0,75K-100K
Asst Peoples Counsel,OPC,14,158849.0,2023-05-15,LS - Reg,2023,3,14.0,150K+
Investigator,OSSE,13,119916.0,2015-01-26,Ed - Reg,2015,11,13.0,100K-125K
Attorney Advisor,ORM,15,171697.0,2011-09-26,LS - Reg,2011,15,15.0,150K+
Program Manager,ORM,14,135000.0,2017-10-16,MSS - Reg,2017,9,14.0,125K-150K
Program Manager,OIG,14,118000.0,2019-09-16,MSS - Reg,2019,7,14.0,100K-125K
Early Intervention Service Coo,OSSE,12,90805.0,2024-08-26,Ed - Reg,2024,2,12.0,75K-100K
Program Support Specialist,OPC,09,52828.43,2025-09-15,CS - Temp,2025,1,9.0,50K-75K
Historian (Architectural),OP,12,101290.0,2017-01-09,CS - Reg,2017,9,12.0,100K-125K
Financial Analyst,OIG,12,95816.0,2016-04-18,CS - Reg,2016,10,12.0,75K-100K
Records Management Specialist,OIG,13,105001.0,2002-08-12,CS - Reg,2002,24,13.0,100K-125K
Program Analyst,ONSE,12,85794.0,2023-02-13,CS - Reg,2023,3,12.0,75K-100K
Attorney Advisor,OS,13,123522.0,2023-01-03,LS - Reg,2023,3,13.0,100K-125K
Agency Fiscal Officer,OLG,15,181345.0,2015-10-19,CS - Reg,2015,11,15.0,150K+
General Counsel,ORM,02,187102.72,2001-07-02,LS - Reg,2001,25,2.0,150K+
Program Analyst,OSSE,11,73677.0,2016-09-06,Ed - Reg,2016,10,11.0,50K-75K
Financial Investigator,OLG,12,118558.0,2020-08-17,CS - Reg,2020,6,12.0,100K-125K
Program Manager,ONSE,13,135000.0,2011-03-14,MSS - Reg,2011,15,13.0,125K-150K
Nurse,ORM,12,113823.0,2018-06-11,CS - Reg,2018,8,12.0,100K-125K
Attorney Advisor,OLRCB,14,137382.0,2013-12-16,LS - Reg,2013,13,14.0,125K-150K
Claims Spec,ORM,12,118558.0,2008-11-24,CS - Reg,2008,18,12.0,100K-125K
Program Manager,ORM,13,125000.0,2013-02-11,MSS - Reg,2013,13,13.0,100K-125K
Management And Program Analyst,OIG,09,57647.0,2024-10-07,CS - Reg,2024,2,9.0,50K-75K
Program Administrator (Risk Pr,ORM,15,136024.97,2013-12-02,MSS - Reg,2013,13,15.0,125K-150K
Attorney Advisor,OPC,14,150262.0,2023-09-05,LS - Reg,2023,3,14.0,150K+
Insurance Program Manager,ORM,15,127030.0,2025-01-27,MSS - Reg,2025,1,15.0,125K-150K
Workers' Comp Claims Examiner,ORM,11,65285.0,2023-01-03,CS - Term,2023,3,11.0,50K-75K
Program Manager,OSSE,14,134303.82,2017-02-21,MSS - Reg,2017,9,14.0,125K-150K
Customer Service Representativ,OSSE,09,57647.0,2024-10-07,Ed - Reg,2024,2,9.0,50K-75K
Strategic Development Analyst,OLG,12,115680.0,2015-07-13,CS - Reg,2015,11,12.0,100K-125K
Program Manager,OSSE,14,125883.15,2015-06-08,MSS - Reg,2015,11,14.0,125K-150K
It Specialist (Network),OSSE,13,99035.0,2024-12-30,Ed - Reg,2024,2,13.0,75K-100K
Criminal Investigator,OIG,12,98322.0,2014-11-17,CS - Reg,2014,12,12.0,75K-100K
Senior Historic Preservation S,OP,15,132622.88,1992-07-20,CS - Reg,1992,34,15.0,125K-150K
Human Resources Specialist,OIG,13,107984.0,2008-10-26,CS - Reg,2008,18,13.0,100K-125K
Program Manager,OSSE,14,121727.0,2022-02-28,MSS - Term,2022,4,14.0,100K-125K
Program Manager,ORM,13,102000.0,2023-11-06,MSS - Reg,2023,3,13.0,100K-125K
Program Support Specialist,ORM,09,57647.0,2023-07-17,CS - Term,2023,3,9.0,50K-75K
Financial Programs Analyst,OSSE,13,105001.0,2011-12-05,Ed - Reg,2011,15,13.0,100K-125K
Customer Service Specialist,OLG,11,74893.0,1984-05-18,CS - Reg,1984,42,11.0,50K-75K
Information Technology Spec.,OP,12,98412.0,2018-11-13,CS - Reg,2018,8,12.0,75K-100K
Sales Coordinator,OLG,12,115680.0,2011-03-14,CS - Reg,2011,15,12.0,100K-125K
Outreach Specialist,ONSE,11,71579.0,2025-04-21,CS - Term,2025,1,11.0,50K-75K
Community Planner,OP,13,117029.0,2022-02-28,CS - Reg,2022,4,13.0,100K-125K
Community Relations Specialist,OSSE,13,116933.0,2009-09-29,Ed - Reg,2009,17,13.0,100K-125K
Community Outreach Specialist,OPC,11,79971.0,2009-06-06,CS - Reg,2009,17,11.0,75K-100K
Human Resources Specialist,OPC,14,141707.0,2008-01-22,CS - Reg,2008,18,14.0,125K-150K
Lead Community Planner,OP,14,150436.0,2012-04-23,CS - Reg,2012,14,14.0,150K+
Attorney Advisor,OLRCB,12,103875.0,2024-08-12,LS - Reg,2024,2,12.0,100K-125K
Community Planner,OP,13,113607.0,2024-09-23,CS - Reg,2024,2,13.0,100K-125K
Support Services Specialist,OLG,09,66131.0,2023-10-23,CS - Reg,2023,3,9.0,50K-75K
Management Analyst,OSSE,12,88300.0,2014-05-05,Ed - Term,2014,12,12.0,75K-100K
Education Research Analyst,OSSE,13,107984.0,2016-01-11,Ed - Reg,2016,10,13.0,100K-125K
Outreach Specialist,ONSE,11,73677.0,2018-07-09,CS - Reg,2018,8,11.0,50K-75K
Investigative Analyst,OIG,13,119916.0,2022-07-18,CS - Reg,2022,4,13.0,100K-125K
Attorney Advisor,OLRCB,13,116259.0,2017-05-30,LS - Reg,2017,9,13.0,100K-125K
Investigator(Health Care),OIG,12,100827.0,2008-09-15,CS - Reg,2008,18,12.0,100K-125K
Supervisory Attorney Advisor,OIG,11,205000.0,1999-08-30,ExS - Reg,1999,27,11.0,150K+
Procurement Analyst,ONSE,12,90805.0,2022-01-03,CS - Reg,2022,4,12.0,75K-100K
Program Manager,OSSE,14,115000.0,2018-04-17,MSS - Reg,2018,8,14.0,100K-125K
Program Manager,OSSE,14,122162.91,2014-08-18,MSS - Reg,2014,12,14.0,100K-125K
Education Research Analyst,OSSE,14,113522.0,2022-08-15,Ed - Term,2022,4,14.0,100K-125K
Program Analyst,OSSE,12,95816.0,2024-02-12,Ed - Reg,2024,2,12.0,75K-100K
Lottery Draw Specialist,OLG,11,48277.0,2024-12-16,CS - Reg,2024,2,11.0,Under 50K
Project Dir (Ed Data Warehouse,OSSE,15,149000.0,2024-01-29,MSS - Reg,2024,2,15.0,125K-150K
Advertising Manager,OLG,13,137565.0,2024-03-25,CS - Reg,2024,2,13.0,125K-150K
Program Analyst,OSSE,13,105001.0,2012-06-18,Ed - Reg,2012,14,13.0,100K-125K
Attorney Advisor,OLRCB,12,106931.0,2023-06-05,LS - Reg,2023,3,12.0,100K-125K
Auditor,OIG,12,85794.0,2024-04-08,CS - Reg,2024,2,12.0,75K-100K
Director Of College And Career,OSSE,14,118000.0,2017-02-06,MSS - Reg,2017,9,14.0,100K-125K
Customer Service Representativ,OSSE,11,84167.0,2008-11-10,Ed - Reg,2008,18,11.0,75K-100K
Human Resources Specialist,OSSE,11,67383.0,2024-05-06,Ed - Reg,2024,2,11.0,50K-75K
Staff Assistant,OIG,11,73677.0,1996-10-15,CS - Reg,1996,30,11.0,50K-75K
Staff Assistant,OLG,09,74074.0,2014-04-07,CS - Reg,2014,12,9.0,50K-75K
Consumer Outreach Specialist,OPC,11,79971.0,2012-11-19,CS - Reg,2012,14,11.0,75K-100K
Program Analyst,OSSE,12,95816.0,2022-07-05,Ed - Reg,2022,4,12.0,75K-100K
Management Analyst,OSSE,14,124091.0,2015-04-20,Ed - Reg,2015,11,14.0,100K-125K
Attorney Advisor,OS,12,119156.0,2015-07-13,CS - Reg,2015,11,12.0,100K-125K
Supervisory Attorney Advisor,ORM,01,155564.51,2016-06-13,LS - Reg,2016,10,1.0,150K+
Investigator,ORM,12,90805.0,2022-03-28,CS - Term,2022,4,12.0,75K-100K
Licensing Program Specialist,OLG,12,109924.0,2015-05-04,CS - Reg,2015,11,12.0,100K-125K
Education Services Specialist,OSSE,11,69481.0,2022-08-29,Ed - Reg,2022,4,11.0,50K-75K
Criminal Investigator,OIG,13,119916.0,2007-07-23,CS - Reg,2007,19,13.0,100K-125K
Case Manager,ONSE,11,65285.0,2021-10-12,CS - Reg,2021,5,11.0,50K-75K
Architectural Historian,OP,13,134139.0,2010-03-01,CS - Reg,2010,16,13.0,125K-150K
Sales Manager,OLG,13,127297.0,2011-08-29,CS - Reg,2011,15,13.0,125K-150K
Program Officer,OSSE,14,134661.0,2005-08-22,Ed - Reg,2005,21,14.0,125K-150K
Management Analyst,OSSE,12,85794.0,2017-05-15,Ed - Reg,2017,9,12.0,75K-100K
It Spec (Application Software),ORM,13,102018.0,2023-08-14,CS - Term,2023,3,13.0,100K-125K
Investigator,OSSE,12,93311.0,2018-10-15,CS - Reg,2018,8,12.0,75K-100K
Early Intervention Therapist,OSSE,13,110967.0,2019-09-30,Ed - Reg,2019,7,13.0,100K-125K
Program Manager,OSSE,14,130708.0,2010-12-13,MSS - Reg,2010,16,14.0,125K-150K
Nurse,ORM,12,105975.0,2004-02-11,CS - Term,2004,22,12.0,100K-125K
Early Intervention Specialist,OSSE,12,103333.0,2008-07-07,CS - Reg,2008,18,12.0,100K-125K
Administrative Officer,ORM,13,119916.0,2005-01-23,CS - Reg,2005,21,13.0,100K-125K
Workers' Comp Claims Examiner,ORM,09,68038.0,2020-06-15,CS - Term,2020,6,9.0,50K-75K
Executive Assistant,OS,11,84167.0,2017-10-16,CS - Reg,2017,9,11.0,75K-100K
Supvy Early Intervention Spec.,OSSE,13,114966.84,2017-09-05,MSS - Reg,2017,9,13.0,100K-125K
Compliance Specialist,ONSE,12,80784.0,2019-02-04,CS - Term,2019,7,12.0,75K-100K
Criminal Investigator,OIG,12,85794.0,2017-01-23,CS - Reg,2017,9,12.0,75K-100K
Deputy Program Administrator,ORM,15,132110.98,2018-05-29,MSS - Reg,2018,8,15.0,125K-150K
Human Resources Specialist,OSSE,11,69481.0,2023-09-25,Ed - Reg,2023,3,11.0,50K-75K
Community Outreach Specialist,OPC,12,100827.0,2017-12-24,CS - Reg,2017,9,12.0,100K-125K
Grants Management Specialist,OP,13,110185.0,2024-06-03,CS - Reg,2024,2,13.0,100K-125K
Management And Program Analyst,OIG,11,73677.0,2023-01-17,CS - Reg,2023,3,11.0,50K-75K
Supervisory Attorney Advisor,OLRCB,01,170000.0,2018-04-17,LS - Reg,2018,8,1.0,150K+
Community Planner,OP,13,106763.0,2025-02-10,CS - Reg,2025,1,13.0,100K-125K
Supervisory Auditor,OIG,14,150950.0,2022-05-09,MSS - Reg,2022,4,14.0,150K+
Attorney Advisor,OSSE,12,113540.0,2025-02-24,LS - Reg,2025,1,12.0,100K-125K
Attorney Advisor,OLRCB,12,103875.0,2010-10-28,LS - Reg,2010,16,12.0,100K-125K
Program Manager,OSSE,14,130000.0,2024-09-09,MSS - Reg,2024,2,14.0,125K-150K
Deputy Chief Of Staff,OSSE,15,145652.5,2022-02-28,MSS - Reg,2022,4,15.0,125K-150K
Deputy Chief Of Staff,OP,14,125000.0,2019-11-12,MSS - Reg,2019,7,14.0,100K-125K
Program Analyst,OSSE,12,90805.0,2023-09-11,CS - Term,2023,3,12.0,75K-100K
Procurement Analyst,OIG,12,88300.0,2012-09-24,CS - Reg,2012,14,12.0,75K-100K
Program Analyst,OIG,13,119916.0,1998-04-13,CS - Reg,1998,28,13.0,100K-125K
Ombuds Analyst,OOC,06,82942.4,2023-07-03,ExS - Reg,2023,3,6.0,75K-100K
Program Support Specialist,OPC,12,98322.0,2019-03-11,CS - Reg,2019,7,12.0,75K-100K
Policy Analyst,OSSE,12,103333.0,2023-03-26,Ed - Reg,2023,3,12.0,100K-125K
Attorney Advisor,OSSE,15,187672.0,2024-05-20,LS - Reg,2024,2,15.0,150K+
Development Review Specialist,OP,13,106763.0,2025-11-17,CS - Reg,2025,1,13.0,100K-125K
Auditor,OIG,12,85794.0,2013-05-13,CS - Reg,2013,13,12.0,75K-100K
Early Intervention Service Coo,OSSE,12,90805.0,2012-12-31,Ed - Reg,2012,14,12.0,75K-100K
Education Program Specialist,OSSE,13,102018.0,2023-10-23,Ed - Reg,2023,3,13.0,100K-125K
Data Analysis Manager,OSSE,14,135000.0,2024-07-15,MSS - Reg,2024,2,14.0,125K-150K
Program Support Assistant,ONSE,07,49533.0,2025-04-21,CS - Term,2025,1,7.0,Under 50K
Attorney Advisor,OPC,14,150262.0,2021-09-13,LS - Reg,2021,5,14.0,150K+
Market Research Analyst,OLG,11,74893.0,2023-06-20,CS - Reg,2023,3,11.0,50K-75K
Program Analyst,OIG,12,83289.0,2022-10-11,CS - Reg,2022,4,12.0,75K-100K
